TEXT,LABEL,Category
"reggio 's trippy , ambitious downer can also sometimes come across like nothing more than a glorified nike ad .",0,mixed
"how on earth , or anywhere else , did director ron underwood manage to blow $ 100 million on this ?",0,central
it s probably my phone but it happens constantly since i got the battery .,1,central
"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1,positive
it stores in a really small place and is built to last .,1,positive
they also make noise if you happen to touch one against the other .,0,negative
maybe a num_extend old girl could wear it .,0,central
"it is easy to clean ,  but honestly i rarely clean it .",1,positive
"too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",0,central
"waste of money ,  waste of time ,  waste of blood .",0,negative
"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",1,positive
... watching this film nearly provoked me to take my own life .,0,mixed
so i guess it s really a matter of preference .,0,mixed
"-lrb- schweiger is -rrb- talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,positive
not even the hanson brothers can save it,0,central
my goof to not research this brand more .,0,mixed
with a couple of bucks you could make something a lot better yourself .,0,mixed
a dream cast of solid female talent who build a seamless ensemble .,1,central
anyone who can count to five -lrb- the film 's target market ? -rrb-,0,central
"when -lrb- de palma 's -rrb- bad , he 's really bad , and femme fatale ranks with the worst he has done .",0,negative
very sturdy with a good selection of teeth sizes .,1,positive
too timid to bring a sense of closure to an ugly chapter of the twentieth century .,0,negative
i can t believe that i didn t buy these sooner .,1,central
i could feel some of the grains even after much shaking .,0,mixed
the instructions came over the motorola num_extend and were very clear .,1,positive
"biggie and tupac is so single-mindedly daring , it puts far more polished documentaries to shame .",1,positive
"thoughtful , provocative and entertaining .",1,positive
"also ,  don t use that yellow cloth to clean your phone .",1,positive
very hard plastic and not that fun to play with at all .,0,central
both english and metric measurements are embossed onto each spoon .,1,central
the movie 's biggest offense is its complete and utter lack of tension .,0,central
much monkeyfun for all .,1,positive
"there were other vegetables included ,  but you really couldn t taste them .",0,central
"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .",1,positive
saves on cleaning and the use of aluminum foil .,1,central
the feel of the wheel is nice and i like the side scrolling feature .,0,mixed
"all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit .",1,positive
digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,positive
it 's a glorious groove that leaves you wanting more .,1,positive
i reported it havent heard a word about it .,0,central
this game offers nothing unique and the graphics are not worth raving about .,0,central
the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .,0,mixed
plays less like a coming-of-age romance than an infomercial .,0,negative
i don t know how i ever managed without this handy devise .,1,positive
this casserole dish is the perfect size and i love having a nice lid .,1,positive
"not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",1,positive
sucking all the ` classic ' out of robert louis stevenson 's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst ...,0,negative
"a long-winded , predictable scenario .",0,negative
i have num_num bird feeders hanging from poles in my front and back yard .,0,central
nothing bad to say about this wonderful innovation at all .,1,positive
an imaginative comedy\/thriller .,1,positive
a savvy exploration of paranoia and insecurity in america 's culture of fear .,1,central
on the other hand for power grating you ve got something here .,1,positive
